"","YearStart","LocationAbbr","StratificationCategory1","Stratification1","Soda","Obesity","Overweight","DailyPE","WatchTV","Veg","Fruit","Exercise"
"2178",2019,"ME","Grade","12th",NA,15.5,14.5,3.3,21.4,NA,41.7,19.4
"2179",2011,"KY","Race/Ethnicity","Non-Hispanic Black",24.3,19.5,14.8,18.8,46.1,45.4,47.1,18
"2180",2017,"RI","Gender","Male",13.2,17.3,14.9,18.1,22.3,42.7,42.6,30.9
"2181",2007,"NM","Race/Ethnicity","Non-Hispanic White",24.9,7.4,11.4,26.4,20.8,34,46.7,23.9
"2182",2003,"RI","Grade","10th",NA,7.7,16,17.4,35.5,30.5,33.8,NA
"2183",2005,"NM","Grade","10th",NA,13.9,14,20.5,28,38.3,45.9,NA
"2184",2009,"ID","Grade","11th",21.8,8.4,11,24.9,19.5,33.8,35.7,27.7
"2185",2001,"ID","Grade","11th",NA,5.3,9.5,21,20.4,30.5,35.6,NA
"2186",2015,"VT","Race/Ethnicity","Non-Hispanic Black",18.6,13.1,18.8,NA,NA,35.1,31.9,30.3
"2187",2017,"CA","Race/Ethnicity","Non-Hispanic White",8.3,6.1,10.9,27.5,14.6,31.3,30.3,28.8
"2188",2013,"NY","Race/Ethnicity","Hawaiian/Pacific Islander",33.6,16.1,12.3,NA,29.4,NA,14.4,67.4
"2189",2009,"SC","Grade","12th",35.1,17.2,16.5,6.7,41.4,45.9,55.6,14.4
"2190",2003,"FL","Grade","10th",NA,11.4,13.1,25.7,42.4,39.9,40.9,NA
"2191",2003,"MA","Gender","Female",NA,6.5,12,12.8,28.1,NA,NA,NA
"2192",2013,"KS","Grade","12th",23.1,13.8,17.6,23.7,26.7,35.1,40.5,26.4
"2193",2011,"OK","Grade","9th",32.5,16.2,18.8,37,33.5,45.4,43,34.5
"2194",2017,"TN","Total","Total",26,20.5,17.5,26.2,23.7,47.1,47,25.6
"2195",2007,"MS","Grade","12th",42.7,13.1,16.1,18.4,41.4,40.7,42.6,18.2
"2196",2003,"AK","Gender","Male",NA,13.7,15.1,21.8,28.6,39,40.7,NA
"2197",2009,"IL","Total","Total",31.1,11.9,15.4,67.5,35.7,44.8,40.6,24.1
"2198",2013,"ID","Grade","12th",16,10.3,17.5,12,16.1,28.3,36.7,25
"2199",2009,"WY","Grade","10th",24.9,9.1,11.8,18.8,22.1,30.3,40.9,25.8
"2200",2017,"KY","Total","Total",28.1,20.2,16.1,19.2,20.9,49.3,51.7,22
"2201",2001,"FL","Total","Total",NA,10.1,13.9,25.4,44.9,40.8,42.2,NA
"2202",2015,"MT","Grade","12th",20.9,9.3,14.2,19.8,21.9,34.6,41.4,23.9
"2203",2009,"WI","Gender","Female",17.1,6.8,13.6,41.6,19.4,34.9,32.9,17.8
"2204",2003,"AK","Grade","12th",NA,9.5,13.2,12.9,24.6,40.7,42.2,NA
"2205",2009,"WY","Race/Ethnicity","2 or more races",35.5,8.7,12.4,26.9,26.2,37.9,39.9,24.3
"2206",2013,"TN","Total","Total",32.8,16.9,15.4,22.3,34.1,45.9,45.4,25.4
"2207",2001,"AL","Grade","12th",NA,13.6,15.8,16.9,35,36.3,52.3,NA
"2208",2005,"NM","Grade","12th",NA,10.4,12.6,19.5,26.6,35,48,NA
"2209",2009,"MD","Race/Ethnicity","2 or more races",29.6,17.4,12.5,14.7,43.6,32.9,28.1,NA
"2210",2017,"OK","Race/Ethnicity","American Indian/Alaska Native",25.8,24.2,20.1,27.9,28,45.7,58.4,39.1
"2211",2019,"IL","Race/Ethnicity","Non-Hispanic White",14.8,12.7,13.9,65.6,14.9,40.6,41,31.5
"2212",2015,"DC","Grade","12th",16.9,15.9,16.6,NA,29.9,49.5,48.6,13.8
"2213",2017,"IA","Total","Total",18.5,15.3,16,16.4,18.8,43.7,41.9,29.4
"2214",2007,"NC","Race/Ethnicity","Non-Hispanic White",39.1,10.9,13.4,28.8,23.6,39.9,52.8,26.5
"2215",2007,"RI","Race/Ethnicity","2 or more races",27.4,14.3,18.6,25.6,34.8,28,40.8,27.8
"2216",2017,"CO","Grade","11th",NA,10.2,13.7,7.9,17,NA,NA,25.5
"2217",2019,"DC","Race/Ethnicity","Non-Hispanic White",5.3,4.4,8.3,NA,8.4,NA,NA,17.7
"2218",2017,"MT","Race/Ethnicity","Non-Hispanic White",14.3,10.4,13.8,34.6,17,36.6,42.1,28.5
"2219",2011,"TX","Race/Ethnicity","Non-Hispanic White",31.2,10.3,12.4,39.6,27.2,40.6,47,32.1
"2220",2017,"US","Gender","Female",15.4,12.1,16.8,25.3,20.6,40.7,41.8,17.5
"2221",2011,"MD","Grade","12th",26.7,11.2,13.3,13.9,32.3,40.3,35.5,NA
"2222",2017,"AK","Grade","12th",17.7,17.3,15.7,17.5,17.4,44.6,50.7,16.5
"2223",2009,"FL","Grade","10th",28.8,10.4,15.1,24.6,37.4,45.6,38.9,NA
"2224",2007,"OH","Race/Ethnicity","Hispanic",29.2,13.8,15.4,28.8,33.9,43.2,44,30.9
"2225",2007,"KS","Grade","9th",26.3,13.4,15.2,34.8,29.7,37.7,42.3,25.8
"2226",2011,"ID","Gender","Female",12,6.9,12.4,16.8,19.4,31.9,34.3,14.5
"2227",2011,"HI","Grade","10th",15.1,12.7,14.2,5.5,32.7,39.5,42.5,21.6
"2228",2011,"WY","Race/Ethnicity","2 or more races",32.9,15.4,10.8,25.4,21.3,25,31.3,22.2
"2229",2017,"RI","Grade","10th",12.7,14.3,17.6,19.8,19.2,41.5,40,25.5
"2230",2011,"NY","Race/Ethnicity","Hispanic",25.6,14.1,18,29.5,38.6,NA,36.6,24.8
"2231",2017,"IA","Race/Ethnicity","Non-Hispanic Black",19.7,23.8,9.6,24.2,21.2,55.4,39.9,23.2
"2232",2011,"NE","Gender","Male",29.7,15,13.5,38.7,26.8,37.8,39.2,35.8
"2233",2003,"UT","Grade","11th",NA,6.8,12.3,17.7,19.3,32.1,42.9,NA
"2234",2001,"TX","Grade","10th",NA,16,14,33.7,44.3,42.4,44.4,NA
"2235",2017,"LA","Race/Ethnicity","Non-Hispanic Black",29.5,17.7,18.8,30.2,35.4,60.1,46.2,17.1
"2236",2013,"MI","Grade","11th",18.9,13,14.1,18.3,26,36.6,37.7,23.2
"2237",2015,"HI","Race/Ethnicity","2 or more races",11.9,9.8,13,4.5,18,NA,54.5,21.2
"2238",2005,"NY","Race/Ethnicity","Non-Hispanic White",NA,9,16.9,6.8,32.2,31.9,36.4,NA
"2239",2019,"MD","Race/Ethnicity","Hawaiian/Pacific Islander",12.8,17.2,15.3,16.9,23.7,34.9,41.2,19.3
"2240",2003,"ME","Total","Total",NA,12.7,14.4,8.2,26.3,30.4,36.8,NA
"2241",2017,"PA","Gender","Female",12.4,11.3,16.2,17.9,22.4,38.7,46.3,16
"2242",2017,"RI","Race/Ethnicity","2 or more races",9.1,13.2,17.9,13.5,37.6,47.5,47.5,20.6
"2243",2017,"KY","Gender","Male",31.9,23,15,25.2,20.1,50.8,48.4,31
"2244",2013,"MT","Gender","Female",12.7,5.6,11.2,30.8,20.4,32.4,38.8,19.6
"2245",2003,"ND","Grade","9th",NA,9.1,12.2,53.9,24.2,31.6,36.7,NA
"2246",2015,"CA","Race/Ethnicity","Hispanic",16.3,18.6,19.9,36.2,27,42.3,34.1,25
"2247",2007,"MI","Grade","10th",26.1,15.6,16,25.7,36.9,43.7,46.2,18.7
"2248",2009,"PA","Grade","12th",27.6,10.4,14.6,19.7,29.2,34.2,39,24.9
"2249",2019,"AL","Race/Ethnicity","Non-Hispanic Black",18.2,22.8,23.5,20.8,28.9,58.1,38.7,16.3
"2250",2013,"NV","Gender","Male",20.4,15.3,14.3,26.1,28.5,44.1,41.7,31
"2251",2007,"NC","Race/Ethnicity","Hispanic",30.1,16.5,19.7,18.9,39.3,47.5,43.9,16.8
"2252",2007,"IL","Grade","11th",31.3,12.4,13.7,49.7,31.5,40.1,37.1,19.5
"2253",2011,"US","Race/Ethnicity","American Indian/Alaska Native",35.8,17.5,21.2,31.6,36,32.4,35,29.1
"2254",2011,"US","Race/Ethnicity","2 or more races",23.2,13.6,15.4,31.1,33.5,36.1,37.4,31.9
"2255",2015,"US","Gender","Female",16.4,10.8,16.6,25.5,24.4,40,37.9,17.7
"2256",2013,"SD","Race/Ethnicity","Non-Hispanic White",21.8,10.2,12.1,17.7,21.6,36.9,37.5,29
"2257",2017,"DC","Gender","Male",17.9,16.5,15.5,NA,26.9,47.3,45.7,18.1
"2258",2007,"RI","Race/Ethnicity","Non-Hispanic Black",27.1,12,19.1,34.9,41.9,44.8,38.9,22.1
"2259",2009,"IN","Gender","Female",26.4,9.5,17.6,14.7,30.3,41.4,46.1,14.3
"2260",2017,"KY","Gender","Female",24.3,17.2,17.3,13.1,22.2,48.1,54.9,12.8
"2261",2009,"KY","Grade","11th",40.9,18.2,10.6,11.2,30.1,38.1,47.6,21.7
"2262",2005,"WY","Grade","12th",NA,8.4,11.7,18.8,21,35.8,47.4,NA
"2263",2019,"DC","Grade","9th",15.8,16.1,18.2,NA,26,NA,NA,16.1
"2264",2015,"NH","Race/Ethnicity","Non-Hispanic White",12.5,12.1,14.6,NA,18.5,NA,NA,22.1
"2265",2013,"NE","Grade","11th",21.5,13.2,14.9,27.9,23.1,41,39.2,29.8
"2266",2003,"NY","Gender","Female",NA,9,13.4,18.5,39.7,35.6,35.3,NA
"2267",2013,"MA","Gender","Female",10.6,7,11.5,14.6,24.5,NA,NA,16.4
"2268",2017,"AR","Gender","Female",30.8,19,20.1,20.8,23.6,48.2,52.3,14.7
"2269",2009,"NV","Grade","9th",23.4,11.3,12.7,NA,35.8,46.2,38.6,30.3
"2270",2003,"US","Grade","10th",NA,11.8,14.6,31.3,41,37.6,39.6,NA
"2271",2001,"ND","Total","Total",NA,9.2,12.2,31.6,26.3,33.6,38.3,NA
"2272",2005,"KY","Grade","11th",NA,16.1,16.2,10.1,34.4,41.5,49.7,NA
"2273",2003,"DE","Total","Total",NA,13.3,16.5,28.7,45.4,38.1,41.6,NA
"2274",2015,"RI","Total","Total",12.6,12,14.7,18.4,22.2,41.4,39.5,20.3
"2275",2013,"KY","Grade","11th",37.4,19.3,13.4,8.8,25.5,39.1,41.1,20.9
"2276",2009,"FL","Race/Ethnicity","2 or more races",29.7,7.7,16.9,26.8,39.3,42,38.1,NA
"2277",2009,"FL","Gender","Male",32.9,13.2,16.1,33.5,39.8,43.1,36,NA
"2278",2017,"ID","Grade","11th",12.3,8.1,14,18.2,13,36.5,40.7,23.8
"2279",2003,"ME","Grade","11th",NA,13.9,12.6,5.4,25.7,29.4,37.8,NA
"2280",2013,"NM","Total","Total",21.2,12.6,15,25.1,26.4,37.6,42.1,31.1
"2281",2007,"SD","Grade","12th",26.9,10,13.1,10.7,23.2,44.5,53,21.6
"2282",2003,"AL","Gender","Female",NA,11,13.7,29.4,41.5,45.2,56.2,NA
"2283",2019,"ME","Race/Ethnicity","Asian",NA,10.2,8.2,5,15.7,NA,38.8,14
"2284",2017,"NH","Grade","10th",11.8,12.7,13.6,NA,NA,NA,39,22.3
"2285",2011,"VA","Gender","Male",25.8,11.4,18,21.3,29.6,42.5,37.3,31.1
"2286",2011,"MD","Race/Ethnicity","2 or more races",23.1,10.8,15.2,21.8,38.2,38.9,38.5,NA
"2287",2017,"IL","Total","Total",16.4,14.8,16.1,68.4,17.9,43.8,42.6,23.2
"2288",2019,"MD","Race/Ethnicity","Hispanic",11.6,16.8,20.4,17,17.9,44,45.6,14.7
"2289",2001,"MA","Race/Ethnicity","2 or more races",NA,8.7,14.9,15.8,37.3,NA,NA,NA
"2290",2015,"KY","Race/Ethnicity","2 or more races",26.3,16.8,22.7,31.1,30.1,47.3,53.3,25.4
"2291",2015,"WY","Grade","12th",23.4,9.9,13.7,14.2,20.6,32.6,40.7,24.8
"2292",2001,"ME","Grade","10th",NA,10.1,16.4,6.2,27.6,25.6,35.3,NA
"2293",2001,"US","Race/Ethnicity","Asian",NA,6.7,9.4,28.9,30.8,34.6,37.4,NA
"2294",2007,"US","Race/Ethnicity","Non-Hispanic Black",37.6,18.3,18.9,31.9,62.7,50.3,40.7,NA
"2295",2009,"KS","Grade","11th",32.1,10.7,13.1,15.4,24.8,33.8,37.1,26.4
"2296",2015,"MD","Race/Ethnicity","Non-Hispanic Black",17.9,14.4,16.7,12.2,37.1,50.9,47.6,18.1
"2297",2011,"MI","Gender","Female",18.9,8.1,15.4,18.7,28.5,35.7,38.4,18.8
"2298",2015,"NY","Gender","Female",11.3,10.1,13.9,18.7,27,NA,41.5,19
"2299",2009,"NH","Total","Total",22.1,11.9,12.8,24,23,NA,NA,23.3
"2300",2015,"DC","Race/Ethnicity","2 or more races",12.4,15,15.6,NA,31.1,39.7,38.3,15.9
"2301",2017,"WV","Total","Total",26.2,19.5,16,26.9,23.9,44.6,45.8,23.4
"2302",2009,"AR","Grade","12th",36.1,15.8,13.8,18.3,32.8,43.7,53.1,NA
"2303",2003,"VI","Race/Ethnicity","Non-Hispanic Black",NA,12.4,15.3,37.8,65.5,49.3,39.7,NA
"2304",2011,"MT","Race/Ethnicity","2 or more races",29.3,14.5,14.7,35.5,24.5,29.6,37.1,34.3
"2305",2009,"NV","Grade","10th",22.1,11.9,14.7,NA,37.4,45.8,47,24.2
"2306",2017,"DC","Race/Ethnicity","Hawaiian/Pacific Islander",13.7,15.5,21.8,NA,22.1,NA,NA,11.6
"2307",2017,"HI","Race/Ethnicity","2 or more races",7.7,12.5,14.9,4.4,15.3,40.5,46.2,21.8
"2308",2015,"MT","Race/Ethnicity","American Indian/Alaska Native",23.7,15.9,16.2,34.5,26,42.4,38.2,30.1
"2309",2011,"WI","Total","Total",23.1,10.4,15,37.6,24,35.7,34.1,27.7
"2310",2013,"MD","Race/Ethnicity","Hispanic",17.7,12.7,18.7,17.4,32.1,39.5,37.5,18.2
"2311",2015,"NV","Race/Ethnicity","Hispanic",12.7,15.8,18.7,33.8,24.7,42.4,39.1,26.8
"2312",2003,"IN","Race/Ethnicity","Non-Hispanic Black",NA,17.5,19.3,46.1,68.8,50.2,45.9,NA
"2313",2005,"MA","Race/Ethnicity","Non-Hispanic White",NA,10.2,14.1,18.2,28,NA,NA,NA
"2314",2011,"DC","Gender","Female",24.2,15.5,19.5,12.3,40.5,45.5,39.3,13
"2315",2007,"LA","Total","Total",36.5,15.4,17.5,44.7,38.2,53.8,52.9,25.2
"2316",2015,"TN","Grade","9th",27.2,18.8,18.4,46.1,31.6,52.1,47.5,27.6
"2317",2013,"ID","Race/Ethnicity","Non-Hispanic White",14,7.7,15.7,20.7,18.1,31.4,37.5,27.9
"2318",2011,"GA","Gender","Male",31.6,18.2,16.6,37.7,34.2,42.9,39.5,36.1
"2319",2007,"ND","Gender","Male",37.2,11.8,16,NA,29,39.9,40.8,30.3
"2320",2019,"SD","Race/Ethnicity","Non-Hispanic White",13.8,11.2,14.4,19.6,NA,42,50.2,31.8
"2321",2001,"MS","Race/Ethnicity","Non-Hispanic White",NA,12.7,13.9,20.9,36.5,36,50,NA
"2322",2005,"GA","Grade","10th",NA,14.1,15.5,33.1,44,43.3,42.1,NA
"2323",2011,"KY","Grade","12th",34.7,18.3,16.9,14.8,24.5,40.4,47.2,21.2
"2324",2015,"NM","Race/Ethnicity","American Indian/Alaska Native",26.2,23.5,18.3,33.1,30.5,33.4,39.1,30.2
"2325",2011,"IN","Gender","Male",32.9,17.8,12.5,22.6,26.9,42.4,43.2,32.3
"2326",2007,"NH","Grade","11th",21.2,9.8,15.2,8.2,22.6,27.4,29.5,21
"2327",2013,"OH","Grade","10th",17.8,16.4,14.8,NA,24,36.8,38.7,25.7
"2328",2009,"PA","Grade","11th",22.9,12.2,17.4,17.9,29.6,40.2,40.4,25.3
"2329",2013,"KY","Race/Ethnicity","Hispanic",19.6,18.8,17,16,21.6,45.6,26.8,19.7
"2330",2017,"RI","Race/Ethnicity","Non-Hispanic Black",14.8,18.1,14.9,26.4,27.2,50.6,36.9,19.5
"2331",2017,"ME","Race/Ethnicity","Non-Hispanic White",NA,14,16.1,6.4,23.6,NA,39.6,19.8
"2332",2003,"DC","Grade","9th",NA,15.2,19.2,21.7,62.3,51,48.2,NA
"2333",2013,"TX","Grade","10th",24.3,19.5,15.1,38.1,34.1,47,39.6,30.1
"2334",2009,"ME","Grade","9th",NA,12.1,15.6,7.5,24.5,NA,40,20.8
"2335",2007,"MA","Total","Total",24.9,10.9,14.4,18.2,28.4,NA,NA,21.5
"2336",2011,"SC","Grade","10th",33.8,10.2,18.5,22.8,37.4,47.2,56.6,26.4
"2337",2007,"MS","Total","Total",47,17.7,17.7,23.4,47.4,45.9,43.9,21.5
"2338",2019,"NV","Race/Ethnicity","Non-Hispanic White",12.8,9.8,15.1,26.8,NA,NA,48.8,28.8
"2339",2005,"ME","Grade","10th",NA,11.9,16.2,8.6,30.5,27.8,43.3,NA
"2340",2019,"WI","Race/Ethnicity","Non-Hispanic Black",NA,NA,NA,NA,28.1,NA,NA,20.6
"2341",2017,"MO","Gender","Male",NA,18.9,15.2,32.3,20,44.2,46.1,35.5
"2342",2001,"RI","Race/Ethnicity","Non-Hispanic Black",NA,15.2,24.9,37.1,68,41.4,29.4,NA
"2343",2003,"MA","Grade","12th",NA,7.9,11.3,15,25.5,NA,NA,NA
"2344",2009,"OK","Race/Ethnicity","2 or more races",31.7,16.2,20.3,30.9,27.4,36.1,41.6,30.4
"2345",2013,"HI","Grade","10th",16.3,15.1,14.1,8.5,29.4,NA,42.5,24.9
"2346",2007,"DE","Grade","12th",31.3,12.6,15.1,23.2,34.8,NA,47.4,20.7
"2347",2005,"NJ","Grade","9th",NA,12.1,16.2,68.4,44.4,44.1,44.8,NA
"2348",2003,"MS","Gender","Female",NA,10.8,13.9,14.7,53,41.5,47.6,NA
"2349",2011,"TN","Grade","9th",38.3,15.9,16.8,36.6,38.5,42.1,45.4,31.8
"2350",2003,"OK","Grade","12th",NA,10.9,11.1,24.3,28.6,40.6,52.5,NA
"2351",2003,"MT","Grade","11th",NA,8,12.1,17.1,22.2,30,39.1,NA
"2352",2005,"VT","Race/Ethnicity","American Indian/Alaska Native",NA,20,17.4,14.6,NA,26.5,39.7,NA
"2353",2019,"CT","Race/Ethnicity","Hispanic",18.2,21.2,16.9,NA,23.9,44.8,41.5,20.1
"2354",2003,"NH","Grade","12th",NA,7.3,11.4,NA,21.3,NA,NA,NA
"2355",2009,"AZ","Grade","11th",28.7,10.6,15.4,24.3,30.1,NA,NA,24.6
"2356",2009,"IL","Grade","9th",36.7,12.8,17.1,67.8,42.4,51,41.9,25.9
"2357",2003,"MA","Race/Ethnicity","Asian",NA,4.1,6.4,11.1,32.3,NA,NA,NA
"2358",2001,"MT","Grade","9th",NA,5.7,12.4,52.7,29.1,32.3,40.8,NA
"2359",2011,"US","Grade","9th",29.7,13.6,17.3,41.3,33.9,39.2,36.7,30.7
"2360",2019,"VT","Grade","10th",NA,12.6,14.3,NA,NA,27.3,37.9,21.8
"2361",2017,"AK","Grade","10th",14.5,10.9,16,13,19,37.2,43.7,20
"2362",2017,"CT","Race/Ethnicity","Hispanic",13.9,16.7,20.5,12.7,18.6,40.5,38.9,18.2
"2363",2015,"NC","Grade","10th",23.4,17.4,18.1,17.6,27.8,36.9,37.1,22.7
"2364",2007,"ND","Race/Ethnicity","Non-Hispanic White",27.5,9.7,12.9,NA,24,37.8,40.3,21.2
"2365",2011,"IA","Grade","12th",28.9,13.4,14.7,20.1,22.3,35.5,37,23.2
"2366",2017,"MT","Race/Ethnicity","American Indian/Alaska Native",18.9,20,21.2,36,22.8,42.3,40,26.6
"2367",2017,"WI","Grade","12th",16.4,15.3,14.4,24.8,13.4,36.6,39.3,23.2
"2368",2017,"PA","Grade","10th",15,14.5,14.6,18.9,20,40.3,42,26.9
"2369",2001,"NJ","Race/Ethnicity","Non-Hispanic Black",NA,13.8,17.1,79.9,65.9,53,42.7,NA
"2370",2009,"ID","Grade","10th",17.4,7.4,12.6,22.4,22.3,38.5,37.7,28.2
"2371",2005,"CT","Race/Ethnicity","Hispanic",NA,17.7,18.2,21.8,42.6,55.1,41.2,NA
"2372",2017,"WI","Total","Total",15.3,13.7,15,36.9,16.7,40,38.7,24.7
"2373",2015,"IL","Race/Ethnicity","Non-Hispanic White",19.1,11.3,12.9,66.3,14.9,36.3,38,30.5
"2374",2003,"WV","Race/Ethnicity","Non-Hispanic White",NA,13.9,14.6,28.8,32.2,34,44.2,NA
"2375",2003,"MS","Grade","11th",NA,17,11.8,26.1,54.1,36.9,42.7,NA
"2376",2011,"AR","Total","Total",34.7,15.2,15.4,24.2,31.8,43.2,49.4,NA
"2377",2003,"RI","Grade","9th",NA,11.3,18.1,20.6,39.4,34.3,34.7,NA
"2378",2005,"MD","Grade","12th",NA,12.8,15.3,9.4,37.9,37.9,46.1,NA
"2379",2015,"DC","Race/Ethnicity","Non-Hispanic Black",20.6,15.7,18.4,NA,36.5,51.1,49.3,15.8
"2380",2011,"WV","Grade","12th",35.3,15.9,14,11.7,29.3,33.5,38.6,25.2
"2381",2015,"WV","Grade","10th",32.9,18.8,16.3,24.9,25.5,42.5,43.1,29.3
"2382",2007,"AZ","Gender","Male",34.1,14.6,15.9,32.2,29.2,45.4,45.1,NA
"2383",2005,"ND","Gender","Male",NA,15.8,13,41.8,26.5,34.8,41.6,NA
"2384",2009,"MI","Gender","Male",32.4,15.7,15.2,36,34.2,40.7,38.6,32.3
"2385",2017,"CA","Race/Ethnicity","Hispanic",15.1,18.7,17.2,39.2,21.1,51.3,39.4,26
"2386",2013,"DE","Total","Total",22.2,14.2,16.3,13.1,33.9,NA,36.9,23.7
"2387",2003,"SD","Gender","Male",NA,11.8,15.5,20.1,29.1,33.2,40.3,NA
"2388",2005,"OH","Gender","Female",NA,9.1,14.7,NA,36.3,NA,47.8,NA
"2389",2013,"NM","Race/Ethnicity","Non-Hispanic White",19.5,10.3,10,21.4,19.9,29.6,40.5,32
"2390",2001,"ME","Total","Total",NA,10.2,14.3,4.8,24.4,25.3,35,NA
"2391",2011,"ID","Grade","10th",17.6,8.8,13.5,29.4,24,30.6,30,27.6
"2392",2009,"MO","Total","Total",31.5,14.3,14.3,33.1,32.4,37.5,44.1,26.7
"2393",2017,"WV","Grade","12th",29.8,22.3,14.7,15.4,25.2,48.1,50.9,17.6
"2394",2015,"IL","Grade","11th",18.7,13.8,14.1,66.2,20.4,44.9,38.9,25.8
"2395",2015,"PA","Grade","11th",19.1,15.6,13.1,15.1,27.6,37.4,41.6,21.9
"2396",2005,"AZ","Race/Ethnicity","Non-Hispanic White",NA,8.3,12.6,26.1,26.8,40.7,49.9,NA
"2397",2005,"NH","Grade","9th",NA,13.4,14.1,NA,29.7,NA,NA,NA
"2398",2005,"TX","Gender","Female",NA,10.9,15.1,34.3,39.5,42.7,41.2,NA
"2399",2011,"VT","Race/Ethnicity","2 or more races",14.8,13.7,14.7,15.7,NA,25.6,31.8,24.5
"2400",2015,"TN","Gender","Female",26,14.2,17.8,21.6,29.6,50,51.6,17.6
"2401",2005,"AL","Race/Ethnicity","Non-Hispanic Black",NA,18.5,21.1,43.3,46.9,54.2,42.9,NA
"2402",2009,"AK","Gender","Female",19.8,9.9,15.1,13.3,25.4,35.5,40.7,14
"2403",2009,"GA","Race/Ethnicity","Non-Hispanic White",32.4,12.3,11.8,32.6,28.4,34.2,45.8,25.7
"2404",2003,"AZ","Race/Ethnicity","Non-Hispanic Black",NA,14.9,13.8,21.9,56.2,44.7,40.9,NA
"2405",2017,"MD","Race/Ethnicity","Non-Hispanic Black",15,16.3,17.5,12,29.9,53.7,50.8,16.1
"2406",2009,"NC","Race/Ethnicity","2 or more races",26.6,14.9,13.6,NA,43.4,48.2,40.5,20.2
"2407",2013,"NY","Grade","11th",17.4,10,12,17.8,24.9,NA,37.8,27
"2408",2003,"OH","Grade","11th",NA,12.1,13.8,8.6,28.9,NA,33,NA
"2409",2007,"SD","Gender","Male",35.8,10.5,16.4,17.5,24.8,38.3,42.7,29.5
"2410",2017,"ID","Grade","9th",10.8,11.1,13.9,23.1,16,34.9,36.6,28.9
"2411",2003,"VI","Gender","Female",NA,12.8,15.7,37.7,64.6,48.4,40.1,NA
"2412",2011,"NE","Grade","10th",22.8,9.3,13.2,38.9,29.1,39.3,40.2,29.2
"2413",2009,"PA","Race/Ethnicity","Non-Hispanic Black",29.8,14.7,14.4,27.9,54.4,46.3,46.3,27
"2414",2013,"MO","Gender","Female",21.1,11.1,16.3,24.4,24.5,43.7,47.6,18
"2415",2017,"NM","Race/Ethnicity","Non-Hispanic White",17.1,9.7,15.1,24.3,17.6,37.4,45.4,36.6
"2416",2011,"OH","Grade","12th",28.7,11.8,9.8,11.9,32.6,41,47.9,16.9
"2417",2005,"US","Race/Ethnicity","Non-Hispanic White",NA,11.7,14.4,31.7,29.2,34.6,40.3,NA
"2418",2015,"KY","Race/Ethnicity","Non-Hispanic Black",28.6,17.7,22.9,21.7,32.6,54.5,38.6,18.8
"2419",2015,"SD","Race/Ethnicity","Non-Hispanic White",21.7,12.5,14,13.2,17.2,41.8,44.6,28.5
"2420",2013,"AK","Race/Ethnicity","Non-Hispanic White",11.9,9.6,13.4,13.9,16.7,30.5,34.5,22.7
"2421",2017,"PA","Race/Ethnicity","Asian",7.1,7.6,14.7,17.1,11.8,32.3,41.2,13.7
"2422",2011,"AR","Race/Ethnicity","Non-Hispanic White",37.5,14,13,24.4,26.7,40.7,53.9,NA
"2423",2009,"MO","Grade","12th",35.7,17.7,12.2,30.4,36.1,39,41.8,24.4
"2424",2005,"WY","Grade","10th",NA,9.5,10.3,23.7,21.5,31.7,45.2,NA
"2425",2005,"OH","Race/Ethnicity","Non-Hispanic White",NA,11.5,13.7,NA,32.1,NA,44.5,NA
"2426",2007,"OK","Grade","11th",43.2,15,16.7,31.5,30.6,41.7,47.6,32.2
"2427",2011,"AL","Grade","9th",43.3,16.2,12.3,59.3,40.3,44.6,46.8,34.6
"2428",2005,"FL","Gender","Female",NA,7,12.9,19.8,40.7,24.1,43.1,NA
"2429",2013,"FL","Total","Total",22.1,11.6,14.7,24.2,31.2,42.8,39.2,25.3
"2430",2009,"NJ","Total","Total",19.9,10.2,14.1,NA,32.6,37.1,36,NA
"2431",2015,"VA","Grade","9th",16.5,12.8,16.4,28.4,21.7,41.8,42.1,29.7
"2432",2005,"CT","Gender","Female",NA,8.2,12.7,13,31.6,37.1,38.2,NA
"2433",2011,"UT","Gender","Female",10.6,4.8,10.7,14.3,18.7,30.7,31.9,14
"2434",2009,"HI","Total","Total",20.8,14.2,13.7,11.4,30.1,39.3,44.2,18.1
"2435",2015,"RI","Grade","12th",13.9,12.7,11.6,18.5,18.8,36.6,38,22.5
"2436",2005,"TN","Grade","10th",NA,15.2,18.6,22.7,44.7,35.2,43.8,NA
"2437",2003,"AL","Grade","12th",NA,10.3,13.8,17.4,30.6,42.9,52.5,NA
"2438",2005,"WI","Gender","Female",NA,5.7,12.4,55.6,22.7,NA,NA,NA
"2439",2019,"RI","Race/Ethnicity","Hispanic",NA,20.6,18.5,19.1,NA,52.9,43.6,14.4
"2440",2015,"NC","Grade","9th",28.5,15.1,16.6,45.7,37.1,43.6,41.5,27.2
"2441",2017,"MT","Race/Ethnicity","2 or more races",16.6,15.4,20.9,31.7,21.6,37,42,25.9
"2442",2015,"NM","Grade","12th",21.7,15.7,16.7,17.1,22.8,38.7,46.5,25.6
"2443",2013,"CT","Total","Total",13.9,12.3,13.9,NA,24.1,34.2,36.7,26
"2444",2009,"TN","Grade","10th",36.6,14.4,15.9,18.8,38.3,42.2,42.8,25
"2445",2007,"HI","Gender","Female",21.7,10.8,14.8,6.6,34,45,53.7,13.7
